student_id,student_name,father_name,gender,age,class,python_marks,java_marks,ruby_marks,cpp_marks,sql_marks,city,admission_date
2363,johnny wright,unknown,Female,200,BSCS,,,,NULL,,NORTH STEVEN,27/10/2024
2364,  Patricia Edwards  ,Jennifer Sanchez123,F,,10th,,55,45,13,85,123City,08/06/2024
,joseph johnson,unknown,M,200,11th,N/A,105,92,NULL,50,LAKE BRITTANYBERG,2015-03-14
2366,,,,twenty,BS-CS,,,absent,,,Port Ericfort,
2367,,unknown,,15,bs-cs,eighty,,-21,16,91,Pamelaton,
2368,  Francisco Allen  ,Lisa Hunt,M,-5,12th,-18,,,,,123City,09/04/2024
2369,ashley allen,,F,,BS-CS,,,74,,,North Phillipstad,28/03/2023
2370,STACY BARBER,,unknown,twenty,12th,-10,,8,NULL,88,Sandersmouth,12/07/2022
2371,,Laura Williams,,twenty,bs-cs,19,90 ,absent,NULL,-19,,"November 24, 2023"
,,Michele Montoya,Male,27,12th,118,,-14,96,,DUNCANBURGH,2023.01.01
,  Joshua Jones  ,unknown,,-5,BSCS,43,,absent,NULL,?,,2009-12-16
2374,JENNY HUGHES,unknown,unknown,200,,eighty,90 ,absent,88,113,Lake Sharonside,1972-12-17
,,Caleb Fisher,Male,200,,eighty,,57,47,-29,,2013-09-30
2376,JACOB FRAZIER,unknown,Male,200,bs-cs,eighty,90 ,absent,15,?,,not_a_date
2377,  Timothy Barker PhD  ,Derek Paul123,F,,bs-cs,13,90 ,,NULL,?,123City,
2378,George Stuart,unknown,unknown,,12th,-11,-3,-6,,?,,2020-02-06
2379,lee braun,Aaron Lopez,unknown,15,BSCS,,,absent,NULL,?,,not_a_date
2380,,,Female,200,BSCS,eighty,,1,NULL,-36,123City,2024.01.14
2381,Meghan Reed,,F,twenty,BS-CS,N/A,,absent,NULL,?,New Kristen,"October 26, 2024"
ID_2381,CATHERINE WHITE,unknown,unknown,24,bs-cs,eighty,,absent,13,?,,2024-06-04
2383,,Ashley Williams,,27,BS-CS,N/A,90 ,absent,NULL,,MURILLOHAVEN,2003-10-30
ID_2383,  David Fields  ,unknown,Male,twenty,10th,eighty,,absent,,118,123City,29/12/2023
,HEATHER LOPEZ,Ruben Wilson,F,twenty,BS-CS,,,,84,?,North Sarah,04/06/2022
,,unknown,M,,10th,,90 ,absent,6,,123City,not_a_date
,  Amber Figueroa  ,Richard Collins123,Female,20,bs-cs,,83,103,49,?,NEW ANGELA,25/06/2024
2388,Barbara Morris,unknown,M,21,10th,eighty,90 ,,72,?,123City,not_a_date
2389,JONATHAN PACHECO,unknown,Female,200,,,,,NULL,,South Isaiahburgh,12/02/2023
ID_2389,  Theodore Graham  ,Anna Archer,,27,12th,N/A,90 ,-22,,20,New Melissa,18/08/2025
ID_2390,Christopher Wells,unknown,unknown,twenty,BS-CS,,90 ,,,?,123City,2019-02-17
2392,Gregory Stevens,Robert Stephens123,M,,11th,eighty,,56,NULL,,,"August 21, 2023"
,,Stephanie Turner,,-5,BSCS,,90 ,absent,84,,,17/05/2022
,  Joseph Rose  ,Angela West123,Female,200,,,79,absent,,,123City,11/06/2021
ID_2394,  John Hall  ,William Cohen,Male,22,10th,N/A,,,,-7,123City,"May 16, 2025"
2396,Stephen Payne,,Female,19,BSCS,104,,,,80,,1997-10-05
2397,,Andrea Foster123,Female,15,BS-CS,N/A,5,70,NULL,106,,2010-06-21
ID_2397,,Joseph Miller,M,200,11th,36,127,67,,,123City,2024.11.16
2399,,Samuel Ellis123,unknown,200,BS-CS,105,,absent,,115,,
2400,Deanna Johnson,Sandra Martinez123,,24,11th,eighty,90 ,9,,,,"July 08, 2025"
,KEITH RODRIGUEZ,Ashley Rodriguez123,F,19,bs-cs,N/A,90 ,absent,NULL,76,,"March 23, 2021"
,david webb,Mrs. Cathy Gillespie,,,,,90 ,,47,?,,2024.03.10
2403,Douglas Mercado,Jane Diaz123,M,-5,10th,eighty,90 ,,NULL,,PORT ANDREA,18/06/2021
,chelsea peterson,,M,-5,10th,N/A,62,,NULL,-6,123City,"May 17, 2025"
,  Lisa Scott  ,Mike Evans123,unknown,200,BS-CS,31,90 ,,1,,,not_a_date
2406,,Sarah Walker,unknown,-5,BSCS,eighty,,9,,?,LAKE CINDYMOUTH,16/05/2022
,AMBER WILLIAMS,Matthew Johnson,Male,,BSCS,,,-24,,?,,1984-12-01
2408,  Christine Morris  ,Tina Ferguson123,M,-5,BS-CS,eighty,,,,?,Adamsfurt,20/09/2021
2409,,Maurice Holt,,20,11th,eighty,90 ,69,NULL,24,123City,08/03/2025
2410,Gregory Miller,,,26,,eighty,90 ,absent,88,,Lake Matthew,"May 29, 2021"
2411,,,Male,twenty,,43,90 ,12,NULL,87,,not_a_date
ID_2411,  Christopher Johnson  ,James Middleton123,F,20,BS-CS,N/A,90 ,absent,NULL,,North Paula,2025.07.30
2413,Cory Martinez,Jennifer Watkins,Male,,BSCS,,,-27,NULL,22,PORT JAMESHAVEN,07/09/2023
2414,  Catherine Blackburn  ,Ruben Mendoza,Male,200,BSCS,eighty,69,absent,NULL,?,123City,25/09/2021
2415,,unknown,M,twenty,10th,eighty,,,,,NEW MARISSA,1990-08-11
ID_2415,susan riley,Andrew Stone123,F,-5,,21,90 ,,,24,,16/08/2023
2417,,,Female,200,12th,N/A,111,,NULL,,123City,2022.06.26
ID_2417,  Dylan Allen  ,unknown,Female,,11th,102,16,absent,NULL,,123City,2018-03-15
2419,STEVEN LYNCH,,M,17,bs-cs,eighty,121,absent,,?,,"November 11, 2023"
2420,  Danny Francis  ,,,-5,,5,33,absent,54,?,,not_a_date
ID_2420,  Christine Chapman  ,unknown,unknown,-5,12th,N/A,15,8,NULL,,123City,not_a_date
2422,arthur anderson,Nancy Henson,unknown,twenty,BS-CS,,34,absent,NULL,-42,123City,2023.12.15
ID_2422,,Michele Garcia123,,,11th,eighty,,14,NULL,?,,2022-10-12
2424,,,M,19,12th,93,,absent,,?,Port Christopherborough,"October 03, 2025"
2425,ANGELA HUNTER,Tamara Lynch,,,11th,eighty,90 ,absent,,,Kellyton,2023.11.01
,,Seth Gonzalez,Male,200,10th,eighty,,32,NULL,-14,,"August 21, 2025"
,DIANE WALLACE,,M,21,,,,absent,,,,09/02/2024
,JACKIE ROCHA,Juan Guzman,,,12th,eighty,,,NULL,138,,1980-02-23
2429,  Debbie Davis  ,,,twenty,11th,N/A,90 ,,,146,Sierrafurt,23/06/2024
ID_2429,elizabeth wright,unknown,unknown,-5,BSCS,,6,absent,NULL,84,,"November 27, 2025"
ID_2430,nicholas pearson,Janice Freeman,Female,23,BS-CS,N/A,90 ,-4,,,,not_a_date
2432,barbara evans,,Female,twenty,,,90 ,,,18,NEW JAVIERBURGH,"December 16, 2022"
2433,Zachary Roberts,unknown,Male,200,BS-CS,57,63,21,14,150,JASMINEMOUTH,
ID_2433,,Brenda Hancock,Male,16,bs-cs,,,absent,4,57,JORDANLAND,
2435,,Alexander Riley,,-5,BS-CS,eighty,101,,94,?,ALLENTOWN,16/11/2025
ID_2435,Jason Bradshaw,Terry Gamble MD123,unknown,200,12th,,,absent,3,?,LAKE JAMES,not_a_date
,,,M,-5,,,,71,,?,,10/03/2021
ID_2437,,Catherine Tucker123,M,200,BS-CS,,90 ,29,89,?,123City,1984-03-06
,  Sean Bennett  ,,,twenty,12th,,,absent,32,-19,123City,
ID_2439,DEBRA FARMER,unknown,Male,16,,9,,11,,33,West Rachel,1987-11-08
2441,JENNIFER LITTLE,Thomas Petty123,,30,10th,6,114,-15,NULL,127,,2024.11.11
ID_2441,Shannon Dennis,,F,,11th,105,,absent,,?,NORTH LAURA,"October 17, 2025"
2443,,unknown,F,-5,BSCS,eighty,90 ,,75,?,123City,not_a_date
,,Jessica Pace,,-5,BS-CS,eighty,71,absent,83,?,,
ID_2444,PHILIP WOOD,Daniel Holt,Female,200,,eighty,,-18,78,,,"July 27, 2024"
ID_2445,EMMA RASMUSSEN,Philip King,unknown,200,12th,N/A,,29,,?,South Donaldbury,06/08/2022
2447,,Timothy Harris123,,23,,,130,76,NULL,,,not_a_date
2448,  Mitchell White  ,Rachel Zavala MD,,28,10th,N/A,100,98,51,,LAKE ANTHONYBOROUGH,
2449,,,Female,-5,10th,eighty,,,8,?,Martineztown,
2450,julia richardson,Joshua Elliott123,unknown,twenty,,4,13,,NULL,?,,not_a_date
ID_2450,Brianna Clark,Jonathan Rios,,twenty,12th,37,90 ,absent,NULL,,SOUTH TAMMIE,
,  Kimberly Ward  ,Phillip Wilson123,F,30,10th,eighty,,,NULL,?,Jasonhaven,not_a_date
2453,  Caleb Marshall  ,unknown,,-5,bs-cs,57,,,90,,,not_a_date
,,,Female,200,BS-CS,N/A,,,13,?,ANDREWSBURY,"August 28, 2024"
ID_2454,NICOLE MILLER,Brenda Blanchard,Female,200,bs-cs,eighty,,30,32,?,123City,"April 07, 2021"
,melissa hall,unknown,F,twenty,,119,,absent,11,19,123City,09/09/2024
2457,,Bonnie Williams,Female,-5,bs-cs,4,,73,,62,,2025.10.04
2458,,Gregory Choi,,-5,10th,eighty,90 ,-12,NULL,103,,
ID_2458,Angela Escobar,unknown,M,20,BSCS,,,,,36,,not_a_date
2460,melissa norman,Jon Williams,Male,twenty,10th,-6,90 ,50,NULL,68,Williamsonborough,"February 22, 2023"
2461,tim farmer,Cody Stevens123,Male,-5,,28,37,,NULL,65,,"November 08, 2022"
ID_2461,,unknown,unknown,200,10th,11,90 ,absent,38,?,,not_a_date
,,unknown,,200,,N/A,90 ,-3,50,119,Davismouth,
2464,TERRY HAWKINS,Debra Willis,unknown,-5,BS-CS,,,,,?,New Coryland,20/01/2024
ID_2464,  Michael Hansen  ,Steven Ortiz123,F,-5,,24,,absent,88,,123City,not_a_date
2466,,unknown,,twenty,12th,eighty,90 ,absent,NULL,,Dorothychester,
ID_2466,catherine scott,,,29,12th,,,absent,NULL,-20,123City,2024.11.03
2468,Nicholas Smith,Barry Klein123,M,18,BS-CS,eighty,,36,NULL,,123City,2005-09-16
,  Carl Smith  ,John Alvarez,,,10th,N/A,90 ,-7,,,,not_a_date
,David Williams,Jessica Arnold,,200,12th,,32,,,?,,"May 02, 2025"
2471,AARON PARSONS,Robert Craig123,unknown,200,BSCS,N/A,90 ,,NULL,?,New Stephenbury,1990-01-27
2472,Lindsay Miller,unknown,unknown,24,,,,91,NULL,?,,1982-06-20
ID_2472,BRIAN FLYNN,James Dunlap,Female,25,10th,,76,absent,NULL,?,,
2474,,,Male,twenty,11th,,,absent,82,,STEWARTFURT,2022-07-05
,,William Bell,M,twenty,10th,63,7,,NULL,,123City,"June 27, 2022"
2476,,Jennifer Vargas DVM,M,25,,117,59,absent,,64,Guzmanshire,26/10/2023
2477,daniel chen,unknown,,21,BSCS,,,,93,,,10/05/2023
2478,Jeremy Montoya,Tamara Jones123,M,twenty,BS-CS,eighty,,absent,51,,Timstad,
,MARK DAVIS,Belinda Morris,Female,twenty,11th,-12,64,absent,64,129,,
ID_2479,SYDNEY PACHECO,Kenneth Nolan,M,-5,,N/A,,,91,?,,
2481,,,,-5,12th,,,absent,,,NORTH JOSEPHTON,"October 27, 2021"
ID_2481,anna murray,Tracy Wolf123,M,twenty,,N/A,,absent,NULL,,Owenstown,"January 29, 2022"
2483,Daniel Lopez,Timothy Beck123,,,BS-CS,,90 ,34,NULL,?,FERNANDEZHAVEN,2025.01.23
,JONATHAN DUNCAN,Mario Andrews123,unknown,200,,eighty,90 ,,,,,04/07/2025
ID_2484,,Zachary Riggs123,Female,200,BS-CS,eighty,,36,NULL,,123City,"January 29, 2024"
,,,,,12th,N/A,,absent,NULL,,,09/09/2021
2487,mr. matthew barber dvm,,unknown,200,,eighty,,62,67,,WOLFEBURGH,2012-06-25
2488,  Alan Anderson  ,,Male,200,10th,42,,,,104,123City,not_a_date
ID_2488,RONALD WASHINGTON,Susan Harris123,Male,twenty,11th,,90 ,-20,NULL,19,Elizabethmouth,2022.07.27
2490,Austin Brown,Thomas Dorsey,,200,10th,N/A,90 ,,10,,,06/05/2023
,CHRISTIAN HOLLOWAY,Johnny Fisher,F,200,,39,93,,,,123City,
2492,Darryl Brown,Ronald Maldonado123,,200,BS-CS,eighty,29,58,85,?,123City,2008-08-17
ID_2492,,Jeffrey Hudson,unknown,,,,,,29,79,,1974-11-27
,madeline freeman,Anthony Wise,unknown,-5,BS-CS,N/A,,absent,,,LAKE SUZANNEVILLE,2025.04.12
2495,,Dominique Wall123,Male,,,eighty,119,absent,,-50,,"April 27, 2025"
ID_2495,  Julia Price  ,unknown,Female,23,BS-CS,,60,absent,,?,123City,not_a_date
ID_2496,Jennifer Levine,unknown,unknown,26,BSCS,N/A,90 ,,NULL,?,NORTH RICHARDSHIRE,21/12/2024
,,Stephanie Huber,Female,-5,10th,-9,90 ,absent,,?,Silvaview,2007-09-24
,james chavez,Mary Pineda,Male,,10th,N/A,101,,23,,Derrickland,
2500,Tonya Conway,Michael Lin,M,-5,12th,-15,,95,36,31,123City,1979-04-15
2501,  Aaron Smith  ,,,twenty,,,,46,,26,,"January 24, 2023"
,Molly Flores,James Norton,,15,10th,,15,absent,,?,,"November 08, 2025"
ID_2502,Sandra Frye,Kenneth Kline,Male,twenty,,,97,,NULL,,,
ID_2503,jasmine alexander,Caroline Nelson,F,-5,,0,114,,NULL,18,South Terrenceside,04/04/2024
,,,F,twenty,12th,80,90 ,absent,52,147,Stewartbury,"February 13, 2023"
,ANDREW ROY,,Male,200,12th,,24,,NULL,46,,2006-08-18
2507,,Marco Johnson123,Female,-5,10th,eighty,,0,97,61,,"July 19, 2025"
2508,Corey Hobbs,unknown,M,200,BS-CS,,,absent,NULL,73,JACOBSONBERG,17/09/2023
,ALEXANDER GOODMAN,unknown,F,26,12th,,,,NULL,,,2022.04.12
ID_2509,  Kelly Hammond  ,,Male,200,11th,eighty,,106,NULL,?,JOHNBURY,not_a_date
2511,John Hernandez,Jason Williams123,Male,,,N/A,,,,,123City,2023.03.12
2512,,Steven Marsh123,Male,23,10th,N/A,90 ,,,54,New Amandashire,25/03/2021
,,unknown,F,,bs-cs,N/A,,,10,?,,not_a_date
,  Shawna Mullen  ,Catherine Sims123,,,BSCS,N/A,,,98,?,,13/01/2023
2515,Noah Flores,Robert Santiago,F,200,10th,59,83,62,NULL,,,
ID_2515,JAMES MOORE,unknown,,200,BS-CS,,4,-7,,-25,,1991-06-26
2517,diana rhodes,Matthew Crawford,M,twenty,12th,,,75,9,?,East Hannah,"November 18, 2021"
2518,,unknown,Female,25,10th,eighty,90 ,absent,87,,123City,"August 01, 2023"
2519,  Maria Strong  ,,,200,12th,N/A,52,absent,,?,,"March 18, 2025"
2520,Ian Werner,,Female,twenty,BSCS,eighty,,,,125,,2025.09.07
2521,,Katie Velazquez123,unknown,,12th,N/A,,absent,52,?,EAST MICHAEL,"July 20, 2025"
ID_2521,alyssa moore,unknown,,-5,BSCS,N/A,,,NULL,67,WEST JENNIFER,2016-03-25
,  Joseph Perez  ,,unknown,twenty,bs-cs,111,90 ,absent,NULL,145,,1973-02-14
2524,austin smith,Latoya Payne123,F,twenty,bs-cs,57,90 ,absent,76,,123City,2021.09.28
,,William Adams,F,twenty,12th,eighty,90 ,,NULL,-5,,not_a_date
2526,John Larson,Bonnie Wong123,M,200,,eighty,,39,94,21,NORTH AMYMOUTH,
2527,SUSAN ESTRADA,,Female,22,,60,-9,,,,Antoniotown,
2528,,unknown,,,11th,90,,108,60,19,Kaitlynport,2025.03.18
,jennifer jackson,Elizabeth Lewis,F,,11th,24,,,8,,,2021.12.19
2530,WILLIAM REYNOLDS,Susan Cruz,Female,twenty,12th,eighty,,51,67,?,NORTH JASMINE,"January 23, 2023"
2531,douglas taylor,Jill Cobb DVM,Female,-5,10th,,98,,,-39,,26/10/2024
2532,  Caitlin Williams  ,,unknown,23,,84,,,,?,123City,"July 13, 2023"
2533,JORGE GARCIA,,,24,12th,105,90 ,absent,,,NEW SALLYBOROUGH,not_a_date
ID_2533,tina logan,,,-5,10th,N/A,,absent,NULL,?,JULIASHIRE,29/08/2025
,ralph walker,Scott Davies,,twenty,,,,,,,NORTH CHELSEA,1985-05-03
ID_2535,DIANA JAMES,Christopher Williams,Male,200,,N/A,96,absent,,?,Tinamouth,
,  Andrew Ramirez  ,Jesse Deleon,Female,28,,51,90 ,absent,NULL,?,,"March 27, 2024"
ID_2537,  Laurie Parker  ,Matthew Henry123,Male,,10th,81,,,97,?,NEW JENNIFERTOWN,"February 14, 2023"
,,unknown,unknown,20,,,93,90,,?,BURTONPORT,27/05/2023
2540,,Anita Hall123,F,-5,11th,eighty,114,absent,,,,
2541,Crystal Dunlap,Jeffrey Vargas,Male,-5,,,,40,NULL,,123City,2025.08.25
,MICHELLE HENRY,,M,twenty,,,,,NULL,,,06/05/2023
,,Vincent Brown,M,21,,eighty,90 ,,,?,,1974-11-30
,,Maria Kennedy123,F,,10th,13,,,NULL,1,123City,1993-05-28
,  Jason Robinson  ,Cristian Bender123,unknown,200,,N/A,,,NULL,,,not_a_date
2546,,,F,twenty,11th,N/A,90 ,,NULL,33,123City,not_a_date
2547,  Edward Griffin  ,Michelle English123,M,,bs-cs,N/A,58,,,-49,,not_a_date
,  Cole Parker  ,David Greer123,unknown,twenty,bs-cs,84,70,absent,,,123City,
2549,,Susan Joseph,,23,,33,,absent,10,?,123City,
2550,  Melanie Hernandez  ,Anthony Anderson,F,twenty,10th,93,31,34,,30,Branchstad,"March 29, 2025"
,GAIL LESTER,Brendan Reed123,Female,-5,BS-CS,,,43,NULL,97,THOMASMOUTH,2000-12-04
2552,whitney taylor,Chelsea Snyder DVM123,,-5,BSCS,eighty,,absent,NULL,106,West Craigville,1981-12-11
,,,,,12th,eighty,15,absent,NULL,144,,not_a_date
2554,  William Foster  ,Michelle Ortega,Male,,12th,eighty,,78,NULL,-39,FERRELLPORT,not_a_date
ID_2554,caroline taylor,Andrea Roman123,F,twenty,bs-cs,eighty,64,,NULL,141,123City,2023.02.24
2556,,Ricky Bolton123,Male,twenty,12th,N/A,,absent,NULL,-41,123City,1989-09-14
2557,JENNIFER MITCHELL,unknown,M,twenty,bs-cs,,90 ,,NULL,96,,2008-08-25
,richard walsh,,Female,-5,,,-5,-4,,?,,2014-05-07
2559,leah bradley,Barbara Benson123,M,twenty,11th,,,103,86,113,,"September 17, 2021"
,christy thornton,Cynthia Martin123,,-5,,eighty,77,84,60,,,"September 03, 2022"
,  Crystal Bennett  ,unknown,Male,,,-1,90 ,91,66,118,,"December 28, 2024"
,  David Edwards  ,,,200,,,,absent,NULL,43,Lynchside,"November 17, 2024"
2563,STEPHEN GREEN,,F,twenty,11th,117,90 ,54,,?,TINALAND,2011-02-23
2564,,Ryan Blair,M,20,10th,N/A,,1,,?,Lake Gerald,2024.11.29
ID_2564,TASHA GILBERT,,Female,15,,N/A,41,35,NULL,123,,
,  Shane Taylor  ,Leslie Mckee,unknown,200,bs-cs,,,absent,44,,,2024.08.29
,JASON DAVIS,,F,200,,67,,,,85,,2023.02.04
2568,bryan gonzales,Mary Gregory,Male,200,BS-CS,35,,,,-13,,
2569,,Victoria Chase123,Female,,10th,eighty,90 ,,NULL,68,,
2570,APRIL ALVARADO,unknown,,200,11th,eighty,90 ,-14,0,,Caldwellview,
ID_2570,,unknown,,,BSCS,N/A,,absent,58,63,DANIELVILLE,15/02/2022
2572,,,Female,20,11th,N/A,,,NULL,101,,13/01/2024
,Lauren Young,Douglas Murphy123,Female,,11th,N/A,90 ,,51,?,,not_a_date
,TAMARA FRENCH,unknown,M,29,11th,N/A,90 ,absent,61,?,Wheelerbury,2021.10.22
2575,  Rhonda Duarte  ,Melissa Campbell,Female,,,42,101,absent,NULL,,,16/09/2021
ID_2575,ASHLEY TERRY,,,,11th,eighty,30,74,NULL,?,Davistown,2022.05.16
2577,susan miller,unknown,unknown,,BSCS,120,,-18,NULL,,EAST DONALD,1975-09-25
ID_2577,JOHN SANTOS,,,25,10th,,,absent,14,?,,1994-07-04
2579,,unknown,F,-5,BSCS,N/A,-3,-2,,?,123City,16/08/2025
,,,,,BS-CS,N/A,87,absent,,?,,2024.10.26
ID_2580,PAMELA MENDEZ,unknown,F,29,bs-cs,59,,,NULL,?,123City,not_a_date
ID_2581,Whitney Nelson,Mark Carrillo123,,200,,N/A,,29,NULL,?,,"March 04, 2025"
ID_2582,Brian Robertson,,F,twenty,BS-CS,34,-3,absent,27,?,,04/02/2021
2584,ROBERT SULLIVAN,unknown,,200,BS-CS,eighty,62,98,NULL,,Lydiamouth,"August 18, 2022"
,  Trevor Baker  ,,F,,11th,,,-14,12,125,RANDYTON,11/01/2024
2586,  Elizabeth Stone  ,Terry Jones,,,BS-CS,,90 ,,,-17,EAST SABRINA,1999-01-08
ID_2586,SARAH WILLIAMS,Robert Morgan,,27,,eighty,,absent,34,?,,"May 20, 2022"
2588,john flowers,John Torres123,Female,-5,BSCS,,90 ,absent,,140,,not_a_date
,robert reed,Elizabeth Smith,F,-5,BSCS,N/A,,,37,,West Shirley,not_a_date
,,Claudia Simmons,Female,200,BSCS,-8,,absent,,?,NEW MATTHEWTOWN,not_a_date
,,,M,20,bs-cs,95,74,,,-10,North Laurenton,
,,unknown,M,24,,N/A,,49,,,,2025.02.19
ID_2592,  Lisa Scott  ,Brian Hicks,M,20,12th,,90 ,absent,,,South Justinfurt,not_a_date
ID_2593,KRISTINE BARNES,,,-5,BS-CS,,,,NULL,,LAKE TARABURY,13/10/2021
2595,aaron poole,unknown,M,-5,,,,absent,4,,,2002-11-17
ID_2595,DANIEL ROBINSON,Mark Schultz DVM123,M,twenty,12th,,90 ,absent,NULL,58,,1984-04-27
ID_2596,  Marcus Young  ,,unknown,-5,11th,N/A,,,13,?,123City,2017-10-23
ID_2597,  Ashley Landry  ,unknown,,20,11th,eighty,,,31,?,,26/02/2022
2599,,Michael Rodriguez,Female,,bs-cs,,,76,94,98,,24/09/2022
ID_2599,,Mrs. Amanda Jackson123,,,12th,45,123,,NULL,?,,1996-01-06
,,unknown,Female,-5,BS-CS,N/A,,,NULL,?,Garciaville,2024.05.29
,Amanda Rubio,John Hodges123,unknown,twenty,BS-CS,-13,,-2,84,,123City,2022.02.15
,,Julie Smith123,unknown,15,BSCS,N/A,122,-14,,?,123City,
,  Noah Nunez  ,Randall Collins,,twenty,,N/A,124,110,,?,,2013-02-01
2605,TYLER BURKE,Brian Vargas,F,,11th,-4,,absent,3,,Angelastad,
,Gabriel Bradley,,,twenty,,N/A,90 ,71,NULL,,PORT JAMES,not_a_date
2607,  Robert Boyd  ,,,20,11th,N/A,,,,122,123City,10/02/2023
,Kevin Watts,Christina Meyers,,200,BS-CS,eighty,71,absent,,?,,2023.07.28
2609,Maureen Beasley,,,-5,12th,N/A,,,NULL,-33,OBRIENLAND,"June 14, 2021"
2610,,unknown,M,twenty,10th,115,,,,?,,1973-09-25
ID_2610,William Cooper,unknown,,-5,BS-CS,,,absent,NULL,?,Jessicafort,1979-07-14
2612,,Juan Davis123,,,12th,eighty,,,,?,123City,"June 22, 2023"
2613,,unknown,M,23,10th,,,,,102,,06/04/2023
2614,,Jose Cox123,M,twenty,,,,-20,,4,,2015-12-23
,,,,twenty,,eighty,-4,,,135,,2024.11.22
2616,,,unknown,-5,,N/A,,absent,NULL,105,,"July 05, 2023"
2617,,Jane White,M,29,11th,eighty,,,26,?,,"November 26, 2021"
2618,,unknown,Male,twenty,BSCS,42,,-9,29,67,123City,not_a_date
2619,  Veronica Taylor  ,Daniel Crane,unknown,29,12th,eighty,90 ,absent,75,?,,not_a_date
ID_2619,  Natasha Burgess  ,unknown,,-5,bs-cs,N/A,80,,21,,123City,not_a_date
2621,jeanette mccarthy,,M,-5,BS-CS,100,,,NULL,?,,"January 16, 2022"
ID_2621,,Sandra Martin123,F,23,BS-CS,N/A,90 ,70,,?,,not_a_date
2623,Kelly Miranda,,Female,19,BSCS,N/A,,absent,NULL,,,"July 07, 2021"
ID_2623,,Carolyn Meza,Male,200,12th,,,,NULL,36,,not_a_date
2625,Paula Morales,Brian Cooper,M,-5,bs-cs,,73,,NULL,,123City,2021.10.17
ID_2625,Timothy Stevenson,,Male,200,12th,eighty,,0,NULL,-37,,not_a_date
ID_2626,Elizabeth Hammond,Andrew Rogers,,200,10th,eighty,90 ,45,60,61,,"December 09, 2021"
2628,,Jeffrey Stewart123,unknown,200,12th,eighty,,,46,15,,
2629,  Joe Thomas  ,Daniel Blake,Female,twenty,bs-cs,,,absent,NULL,,123City,"October 14, 2022"
2630,,Brent Figueroa,,twenty,12th,,90 ,,57,-7,,1978-01-15
ID_2630,,,Female,29,10th,eighty,55,-12,39,?,,not_a_date
,Sara Santiago,Jamie Bautista,,19,10th,eighty,45,absent,75,,123City,18/10/2022
,,Jennifer Bond123,,-5,BS-CS,,,absent,,?,Sanchezton,"May 18, 2022"
2634,ANTHONY GAINES,Mckenzie Hernandez,F,-5,,,89,,,,123City,2024.05.03
ID_2634,emily thompson,Christina Riggs123,unknown,,12th,N/A,,-9,,111,Webbland,
2636,CHRISTOPHER CLAYTON,,Female,,,eighty,90 ,105,NULL,,,not_a_date
2637,Larry Wilkinson,,Female,200,BS-CS,85,,,NULL,,123City,03/05/2025
2638,,Anthony King,M,,,eighty,,,NULL,?,123City,20/07/2023
,david wells,Alexander Morris,Male,-5,BS-CS,N/A,,absent,,48,,"June 27, 2022"
ID_2639,,,,200,BSCS,13,22,,NULL,,NEW DAVID,30/01/2026
2641,,Alicia Stevenson,F,-5,12th,eighty,,absent,,?,,
2642,CHARLES ADAMS,Paul Garner,,25,12th,29,90 ,16,1,,,not_a_date
2643,AARON CHAPMAN,Nicholas Lewis,Male,-5,bs-cs,N/A,90 ,absent,,-46,Donnaton,2025-04-03
2644,AMANDA JONES,Randall Holloway,unknown,,BS-CS,62,,-22,NULL,?,,2024-02-01
,,Michael Roberts123,Male,200,BS-CS,,90 ,21,NULL,,123City,"May 08, 2023"
2646,Ronald Reed,Morgan Garrison,Female,-5,10th,N/A,,15,,,Bryanhaven,25/09/2025
,CHRISTINE MORAN,,Female,twenty,BSCS,,,absent,,,NEW STEPHANIETOWN,03/03/2025
2648,,Brian Walker123,Male,30,,N/A,,,,?,LAWRENCEFURT,"November 13, 2025"
,  Raymond Barnes  ,Tracy Garcia DDS123,unknown,,12th,,,-11,,?,123City,not_a_date
,WILLIE NELSON,Martin Jones123,Female,-5,,eighty,,,,?,,
,Derrick Hunt,,Male,twenty,10th,83,,83,3,61,VANESSAMOUTH,26/01/2026
,WILLIAM MILLER,Cathy Allen,Male,200,10th,eighty,90 ,40,NULL,,,"July 12, 2021"
,brandon marsh,,M,,BS-CS,eighty,,56,29,,,2025.04.10
2654,Joseph Cortez MD,Edward Mason,Female,19,BSCS,,61,absent,NULL,?,Williamsonmouth,not_a_date
2655,,,,19,10th,,90 ,,3,,,2025.01.08
ID_2655,,,Female,200,BS-CS,N/A,90 ,absent,,,PORT TIFFANY,2023.12.05
,KRISTI MCCONNELL,Stephen Schneider,,,10th,83,,,NULL,,,not_a_date
ID_2657,DANIELLE PERRY,Noah Brown,,18,,eighty,,5,,?,,2024.06.06
2659,Todd Dawson,Eduardo Guzman Jr.,M,,bs-cs,,53,110,,54,New Garyville,1982-11-24
2660,  Samantha Jones  ,Robyn Mendoza,F,28,BSCS,N/A,,absent,71,,Pearsonborough,17/02/2022
,,Mrs. Christina Smith,M,,12th,,,absent,NULL,?,,
ID_2661,WILLIAM KENNEDY,Brandi Smith123,Female,20,BS-CS,,,,5,,CATHERINELAND,2000-10-23
2663,,Douglas Murray,M,30,,,-5,-23,NULL,34,123City,not_a_date
ID_2663,,unknown,M,twenty,12th,N/A,,absent,,91,,
2665,Patricia Wilson,,Female,,12th,N/A,90 ,29,69,,,2024.07.07
